CMPD_CHEMBLID,exp,smiles,inchi,selfies,exp_cat
CHEMBL388525,3.39,Oc1cc(O)c2C(=O)c3ccccc3Oc2c1,"InChI=1S/C13H8O4/c14-7-5-9(15)12-11(6-7)17-10-4-2-1-3-8(10)13(12)16/h1-6,14-15H",[O][C][=C][C][Branch1][C][O][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][O][=C][Ring1][S],very large
CHEMBL1778650,0.31,CCC(Oc1ccc(cc1c2ccc(cc2C)S(=O)(=O)CC)C(F)(F)F)C(=O)O,"InChI=1S/C20H21F3O5S/c1-4-17(19(24)25)28-18-9-6-13(20(21,22)23)11-16(18)15-8-7-14(10-12(15)3)29(26,27)5-2/h6-11,17H,4-5H2,1-3H3,(H,24,25)",[C][C][C][Branch2][Ring2][=Branch2][O][C][=C][C][=C][Branch2][Ring1][=Branch2][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][O],small
CHEMBL65511,1.97,COC(=O)N1CCN([C@@H](CN2CCCC2)C1)C(=O)Cc3ccc(Cl)c(Cl)c3,"InChI=1S/C19H25Cl2N3O3/c1-27-19(26)23-8-9-24(15(13-23)12-22-6-2-3-7-22)18(25)11-14-4-5-16(20)17(21)10-14/h4-5,10,15H,2-3,6-9,11-13H2,1H3/t15-/m0/s1",[C][O][C][=Branch1][C][=O][N][C][C][N][Branch1][#C][C@@H1][Branch1][=Branch2][C][N][C][C][C][C][Ring1][Branch1][C][Ring1][N][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],medium
CHEMBL457887,1.32,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CCCN(C)C)n2,"InChI=1S/C22H30N6O2S/c1-16(2)28-17(3)24-15-21(28)20-11-12-23-22(26-20)25-18-7-9-19(10-8-18)31(29,30)14-6-13-27(4)5/h7-12,15-16H,6,13-14H2,1-5H3,(H,23,25,26)",[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch2][Ring1][O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][N][Branch1][C][C][C][=N][Ring2][Ring1][=Branch1],medium
CHEMBL1255840,-0.27,CC1(C)CCC(CC1)NC(=O)[C@@H](N)CCC(=O)O,"InChI=1S/C13H24N2O3/c1-13(2)7-5-9(6-8-13)15-12(18)10(14)3-4-11(16)17/h9-10H,3-8,14H2,1-2H3,(H,15,18)(H,16,17)/t10-/m0/s1",[C][C][Branch1][C][C][C][C][C][Branch1][Branch1][C][C][Ring1][#Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][C][=Branch1][C][=O][O],small
CHEMBL61593,2.12,NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C3CC4CC3C=C4)cc1Cl,"InChI=1S/C14H16ClN3O4S2/c15-10-5-11-13(6-12(10)23(16,19)20)24(21,22)18-14(17-11)9-4-7-1-2-8(9)3-7/h1-2,5-9,14,17-18H,3-4H2,(H2,16,19,20)",[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Branch2][N][C][Branch1][=Branch2][N][S][Ring1][=Branch1][=Branch1][C][=O][=O][C][C][C][C][C][Ring1][Branch1][C][=C][Ring1][Branch1][C][=C][Ring2][Ring1][Ring1][Cl],large
CHEMBL1822878,4.3,Oc1ccc(Br)c2ccccc12,"InChI=1S/C10H7BrO/c11-9-5-6-10(12)8-4-2-1-3-7(8)9/h1-6,12H",[O][C][=C][C][=C][Branch1][C][Br][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1],very large
CHEMBL1082410,3.3,CNC(=O)c1ccc(cc1F)N2C(=S)N(C(=O)C23CCC3)c4ccc(C#N)c(c4)C(F)(F)F,"InChI=1S/C22H16F4N4O2S/c1-28-18(31)15-6-5-14(10-17(15)23)30-20(33)29(19(32)21(30)7-2-8-21)13-4-3-12(11-27)16(9-13)22(24,25)26/h3-6,9-10H,2,7-8H2,1H3,(H,28,31)",[C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][N][C][=Branch1][C][=S][N][Branch1][=N][C][=Branch1][C][=O][C][Ring1][#Branch1][C][C][C][Ring1][Ring2][C][=C][C][=C][Branch1][Ring1][C][#N][C][=Branch1][Ring2][=C][Ring1][Branch2][C][Branch1][C][F][Branch1][C][F][F],large
CHEMBL1950849,2.64,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3cccc(F)c3)C2,"InChI=1S/C25H39FN4O2/c1-18(27-2)24(31)29-23(20-9-4-3-5-10-20)25(32)28-22-12-7-14-30(17-22)15-13-19-8-6-11-21(26)16-19/h6,8,11,16,18,20,22-23,27H,3-5,7,9-10,12-15,17H2,1-2H3,(H,28,32)(H,29,31)/t18-,22-,23-/m0/s1",[C][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][C][C][C][N][Branch1][=C][C][C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][Ring1][#C],large
CHEMBL22442,2.4,CCCC1=CC(=CC(=O)N1Cc2ccc(cc2)c3ccccc3c4nn[nH]n4)OCc5ccccc5,"InChI=1S/C29H27N5O2/c1-2-8-24-17-25(36-20-22-9-4-3-5-10-22)18-28(35)34(24)19-21-13-15-23(16-14-21)26-11-6-7-12-27(26)29-30-32-33-31-29/h3-7,9-18H,2,8,19-20H2,1H3,(H,30,31,32,33)",[C][C][C][C][=C][C][=Branch2][Ring2][Ring1][=C][C][=Branch1][C][=O][N][Ring1][#Branch1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][=N][NH1][N][=Ring1][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],large
CHEMBL2070938,1.3,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nccs4,"InChI=1S/C19H25N5O2S/c20-13-19(5-6-19)22-16(25)14-3-1-2-4-15(14)17(26)23-8-10-24(11-9-23)18-21-7-12-27-18/h7,12,14-15H,1-6,8-11H2,(H,22,25)/t14-,15-/m1/s1",[O][=C][Branch1][O][N][C][Branch1][Branch1][C][C][Ring1][Ring1][C][#N][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][C][=C][S][Ring1][Branch1],medium
CHEMBL1778622,1.54,CCSc1ccc(cc1)c2cc(ccc2OCC(=O)O)C(F)(F)F,"InChI=1S/C17H15F3O3S/c1-2-24-13-6-3-11(4-7-13)14-9-12(17(18,19)20)5-8-15(14)23-10-16(21)22/h3-9H,2,10H2,1H3,(H,21,22)",[C][C][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=C][Ring1][=Branch1][O][C][C][=Branch1][C][=O][O][C][Branch1][C][F][Branch1][C][F][F],medium
CHEMBL1886566,2.38,COc1ccc(CN2C(=O)CCC2(C)C(=O)NC3CCCCC3)c(OC)c1,"InChI=1S/C21H30N2O4/c1-21(20(25)22-16-7-5-4-6-8-16)12-11-19(24)23(21)14-15-9-10-17(26-2)13-18(15)27-3/h9-10,13,16H,4-8,11-12,14H2,1-3H3,(H,22,25)",[C][O][C][=C][C][=C][Branch2][Ring1][N][C][N][C][=Branch1][C][=O][C][C][C][Ring1][=Branch1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][=Branch2],large
CHEMBL51583,3.1,O=C1C(=O)c2cc(ccc2c3ccccc13)c4ccsc4,InChI=1S/C18H10O2S/c19-17-15-4-2-1-3-13(15)14-6-5-11(9-16(14)18(17)20)12-7-8-21-10-12/h1-10H,[O][=C][C][=Branch1][C][=O][C][=C][C][=Branch1][S][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][#C][Ring1][=Branch1][C][C][=C][S][C][=Ring1][Branch1],large
CHEMBL101311,2.9,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1,"InChI=1S/C21H23Cl2N5O2/c1-28(2)12-16(29)13-30-17-6-4-15(5-7-17)25-21-24-10-9-20(27-21)26-19-11-14(22)3-8-18(19)23/h3-11,16,29H,12-13H2,1-2H3,(H2,24,25,26,27)",[C][N][Branch1][C][C][C][C][Branch1][C][O][C][O][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=N][C][=C][C][Branch1][=C][N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl][=N][Ring1][#C][C][=C][Ring2][Ring1][=Branch1],large
CHEMBL1944739,-1.0,CN(C)CCCNC(=O)c1nc(Cl)c(N)nc1N,"InChI=1S/C10H17ClN6O/c1-17(2)5-3-4-14-10(18)6-8(12)16-9(13)7(11)15-6/h3-5H2,1-2H3,(H,14,18)(H4,12,13,16)",[C][N][Branch1][C][C][C][C][C][N][C][=Branch1][C][=O][C][=N][C][Branch1][C][Cl][=C][Branch1][C][N][N][=C][Ring1][Branch2][N],very small
CHEMBL855,1.88,Cc1ccc(cc1)\C(=C/CN2CCCC2)\c3ccccn3,"InChI=1S/C19H22N2/c1-16-7-9-17(10-8-16)18(19-6-2-3-12-20-19)11-15-21-13-4-5-14-21/h2-3,6-12H,4-5,13-15H2,1H3/b18-11+",[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][\C][=Branch1][#Branch2][=C][/C][N][C][C][C][C][Ring1][Branch1][\C][=C][C][=C][C][=N][Ring1][=Branch1],medium
CHEMBL1806525,2.8,COc1cc(ccc1Nc2ncc(C#N)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,"InChI=1S/C25H24N8O2/c1-17(34)31-9-11-32(12-10-31)19-6-7-20(22(13-19)35-2)29-25-28-15-18(14-26)24(30-25)21-16-27-23-5-3-4-8-33(21)23/h3-8,13,15-16H,9-12H2,1-2H3,(H,28,29,30)",[C][O][C][=C][C][=Branch2][Ring2][C][=C][C][=C][Ring1][=Branch1][N][C][=N][C][=C][Branch1][Ring1][C][#N][C][=Branch1][Ring2][=N][Ring1][Branch2][C][=C][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C],large
CHEMBL559078,2.41,CCCCC(CC)CNC(=O)c1cc(ccc1Cl)N2N=CC(=O)NC2=O,"InChI=1S/C18H23ClN4O3/c1-3-5-6-12(4-2)10-20-17(25)14-9-13(7-8-15(14)19)23-18(26)22-16(24)11-21-23/h7-9,11-12H,3-6,10H2,1-2H3,(H,20,25)(H,22,24,26)",[C][C][C][C][C][Branch1][Ring1][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][Cl][N][N][=C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O],large
CHEMBL2024676,3.15,CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3ccc(Cl)c(Cl)c3)CC1,"InChI=1S/C21H32Cl2N4O/c1-25(2)21(28)24-17-5-3-16(4-6-17)9-10-26-11-13-27(14-12-26)18-7-8-19(22)20(23)15-18/h7-8,15-17H,3-6,9-14H2,1-2H3,(H,24,28)/t16-,17-",[C][N][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][C][C][C@@H1][Branch2][Ring1][O][C][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][C][C][Ring2][Ring1][=Branch1],large
CHEMBL126048,0.8,Oc1c2ncc3ccccc3c2nn1c4ccccc4,"InChI=1S/C16H11N3O/c20-16-15-14(13-9-5-4-6-11(13)10-17-15)18-19(16)12-7-2-1-3-8-12/h1-10,20H",[O][C][=C][N][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=N][N][Ring1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1],small
CHEMBL1917440,0.03,Cc1c(Sc2ccc(Cl)cc2)c3c(cccc3n1CC(=O)O)c4cnccn4,"InChI=1S/C21H16ClN3O2S/c1-13-21(28-15-7-5-14(22)6-8-15)20-16(17-11-23-9-10-24-17)3-2-4-18(20)25(13)12-19(26)27/h2-11H,12H2,1H3,(H,26,27)",[C][C][=C][Branch1][=N][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Branch1][S][C][=C][C][=C][Ring1][=Branch1][N][Ring1][P][C][C][=Branch1][C][=O][O][C][=C][N][=C][C][=N][Ring1][=Branch1],small
CHEMBL502684,0.2,C(Oc1ccccc1)C2CNCCO2,"InChI=1S/C11H15NO2/c1-2-4-10(5-3-1)14-9-11-8-12-6-7-13-11/h1-5,11-12H,6-9H2",[C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][N][C][C][O][Ring1][=Branch1],small
CHEMBL1783286,3.4,COc1ncc(C)cc1c2cccc3c(N)c(nnc23)C(=O)NC4CC4,"InChI=1S/C19H19N5O2/c1-10-8-14(19(26-2)21-9-10)12-4-3-5-13-15(20)17(24-23-16(12)13)18(25)22-11-6-7-11/h3-5,8-9,11H,6-7H2,1-2H3,(H2,20,23)(H,22,25)",[C][O][C][=N][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Branch1][C][N][C][=Branch1][Branch2][=N][N][=C][Ring1][O][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1],very large
CHEMBL1689114,1.01,OC(=O)COc1ccc(Cl)cc1CN2CCCN(CC2)S(=O)(=O)c3ccccc3,"InChI=1S/C20H23ClN2O5S/c21-17-7-8-19(28-15-20(24)25)16(13-17)14-22-9-4-10-23(12-11-22)29(26,27)18-5-2-1-3-6-18/h1-3,5-8,13H,4,9-12,14-15H2,(H,24,25)",[O][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][N][C][C][C][N][Branch1][Branch1][C][C][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],medium
CHEMBL1947157,3.15,O[C@@H](CNCCc1cccc(CNCCc2c(Cl)cccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34,"InChI=1S/C26H27Cl2N3O3S/c27-20-5-2-6-21(28)18(20)10-12-29-14-17-4-1-3-16(13-17)9-11-30-15-23(33)19-7-8-22(32)24-25(19)35-26(34)31-24/h1-8,13,23,29-30,32-33H,9-12,14-15H2,(H,31,34)/t23-/m0/s1",[O][C@@H1][Branch2][Ring1][S][C][N][C][C][C][=C][C][=C][C][Branch1][P][C][N][C][C][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl][=C][Ring2][Ring1][C][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1],large
CHEMBL535,2.26,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,"InChI=1S/C22H27FN4O2/c1-5-27(6-2)10-9-24-22(29)20-13(3)19(25-14(20)4)12-17-16-11-15(23)7-8-18(16)26-21(17)28/h7-8,11-12,25H,5-6,9-10H2,1-4H3,(H,24,29)(H,26,28)/b17-12-",[C][C][N][Branch1][Ring1][C][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][C][NH1][C][Branch2][Ring1][Branch1][\C][=C][/C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][\-Ring1][O][Ring1][#Branch1][=C][Ring2][Ring1][C][C],large
CHEMBL2171033,1.5,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)NS(=O)(=O)c4ccccc4)cc1Cl,"InChI=1S/C23H27Cl2N3O4S/c24-21-7-6-19(16-22(21)25)32-18-10-14-27(15-11-18)17-8-12-28(13-9-17)23(29)26-33(30,31)20-4-2-1-3-5-20/h1-7,16-18H,8-15H2,(H,26,29)",[Cl][C][=C][C][=C][Branch2][Ring2][#Branch2][O][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][#C][Cl],medium
CHEMBL490,1.78,Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3,"InChI=1S/C19H20FNO3/c20-15-3-1-13(2-4-15)17-7-8-21-10-14(17)11-22-16-5-6-18-19(9-16)24-12-23-18/h1-6,9,14,17,21H,7-8,10-12H2/t14-,17-/m0/s1",[F][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C@@H1][C][C][N][C][C@H1][Ring1][=Branch1][C][O][C][=C][C][=C][O][C][O][C][Ring1][Branch1][=C][Ring1][=Branch2],medium
CHEMBL178737,1.79,O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37,"InChI=1S/C27H24N6O4/c34-25-22(23(26(35)29-25)20-14-28-21-6-1-2-7-33(20)21)19-16-31-8-9-32(27(36)30-10-12-37-13-11-30)15-17-4-3-5-18(19)24(17)31/h1-7,14,16H,8-13,15H2,(H,29,34,35)",[O][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][N][C][C][N][C][=C][Branch2][Ring1][O][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][=C][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1][C][=C][C][=C][C][Branch1][Branch1][C][Ring2][Ring1][N][=C][Ring2][Ring1][#Branch2][Ring1][#Branch1],medium
CHEMBL183425,3.81,CN1CCN(CCCOc2ccc(cc2)c3onc(c3)c4ccc(F)cc4)CC1,"InChI=1S/C23H26FN3O2/c1-26-12-14-27(15-13-26)11-2-16-28-21-9-5-19(6-10-21)23-17-22(25-29-23)18-3-7-20(24)8-4-18/h3-10,17H,2,11-16H2,1H3",[C][N][C][C][N][Branch2][Ring2][Ring1][C][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][O][N][=C][Branch1][Ring2][C][=Ring1][Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][N],very large
CHEMBL1321641,1.51,N#Cc1nc(nc(n1)N2CCOCC2)N3CCOCC3,InChI=1S/C12H16N6O2/c13-9-10-14-11(17-1-5-19-6-2-17)16-12(15-10)18-3-7-20-8-4-18/h1-8H2,[N][#C][C][=N][C][=Branch1][S][=N][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1],medium
CHEMBL93124,3.5,CNc1ccc(cc1)c2nc3ccc(O)cc3s2,"InChI=1S/C14H12N2OS/c1-15-10-4-2-9(3-5-10)14-16-12-7-6-11(17)8-13(12)18-14/h2-8,15,17H,1H3",[C][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][S][Ring1][#Branch2],very large
CHEMBL436381,1.97,CN1CCN(CC1)C(=O)c2cc3cc(F)ccc3[nH]2,"InChI=1S/C14H16FN3O/c1-17-4-6-18(7-5-17)14(19)13-9-10-8-11(15)2-3-12(10)16-13/h2-3,8-9,16H,4-7H2,1H3",[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][NH1][Ring1][#Branch2],medium
CHEMBL1586531,3.1,Clc1ccc(cc1)C(=O)\C=C\Sc2nc[nH]n2,"InChI=1S/C11H8ClN3OS/c12-9-3-1-8(2-4-9)10(16)5-6-17-11-13-7-14-15-11/h1-7H,(H,13,14,15)/b6-5+",[Cl][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][\C][=C][\S][C][N][=C][NH1][N][=Ring1][Branch1],large
CHEMBL228761,2.21,O=C1C2CCC(N2)C(=O)N1Cc3ccccc3,"InChI=1S/C13H14N2O2/c16-12-10-6-7-11(14-10)13(17)15(12)8-9-4-2-1-3-5-9/h1-5,10-11,14H,6-8H2",[O][=C][C][C][C][C][Branch1][Ring2][N][Ring1][Branch1][C][=Branch1][C][=O][N][Ring1][=Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1],large
CHEMBL810,-1.08,CN1N=Nc2c(ncn2C1=O)C(=O)N,"InChI=1S/C6H6N6O2/c1-11-6(14)12-2-8-3(4(7)13)5(12)9-10-11/h2H,1H3,(H2,7,13)",[C][N][N][=N][C][=C][Branch1][#Branch2][N][=C][N][Ring1][Branch1][C][Ring1][=Branch2][=O][C][=Branch1][C][=O][N],very small
CHEMBL1430414,2.35,Fc1cc2[nH]cnc2cc1Cl,"InChI=1S/C7H4ClFN2/c8-4-1-6-7(2-5(4)9)11-3-10-6/h1-3H,(H,10,11)",[F][C][=C][C][NH1][C][=N][C][=Ring1][Branch1][C][=C][Ring1][=Branch2][Cl],large
CHEMBL189181,4.28,CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(F)cc4)c23)cc1,"InChI=1S/C22H19FN4O2/c1-14(28)25-17-9-5-15(6-10-17)13-24-22-21-19(26-27-22)3-2-4-20(21)29-18-11-7-16(23)8-12-18/h2-12H,13H2,1H3,(H,25,28)(H2,24,26,27)",[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][=C][C][N][C][NH1][N][=C][C][=C][C][=C][Branch1][=N][O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Ring1][P][Ring1][=C][C][=C][Ring2][Ring1][=Branch2],very large
CHEMBL1910654,3.25,N[C@H](CNC(=O)c1cc2c(cccc2[nH]1)c3ccccc3Cc4ccccc4)C(=O)O,"InChI=1S/C25H23N3O3/c26-21(25(30)31)15-27-24(29)23-14-20-19(11-6-12-22(20)28-23)18-10-5-4-9-17(18)13-16-7-2-1-3-8-16/h1-12,14,21,28H,13,15,26H2,(H,27,29)(H,30,31)/t21-/m1/s1",[N][C@H1][Branch2][Ring2][#Branch1][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch2][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],large
CHEMBL182380,2.86,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4ccc(cc4)S(=O)(=O)C,"InChI=1S/C31H39N3O3S/c1-3-34(31(35)32-24-25-14-16-29(17-15-25)38(2,36)37)28-18-21-33(22-19-28)23-20-30(26-10-6-4-7-11-26)27-12-8-5-9-13-27/h4-17,28,30H,3,18-24H2,1-2H3,(H,32,35)",[C][C][N][Branch2][Ring2][C][C][C][C][N][Branch2][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],large
CHEMBL341324,1.67,CCN(CC)C(=O)Cc1csc(NS(=O)(=O)c2cccc(Cl)c2C)n1,"InChI=1S/C16H20ClN3O3S2/c1-4-20(5-2)15(21)9-12-10-24-16(18-12)19-25(22,23)14-8-6-7-13(17)11(14)3/h6-8,10H,4-5,9H2,1-3H3,(H,18,19)",[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][C][=C][S][C][Branch2][Ring1][Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=N][Ring1][P],medium
CHEMBL214637,2.19,CCCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2c1,"InChI=1S/C27H31F2N7O3/c1-2-9-36(11-12-37)10-4-13-39-19-7-8-20-23(16-19)30-17-31-27(20)33-24-14-18(34-35-24)15-25(38)32-22-6-3-5-21(28)26(22)29/h3,5-8,14,16-17,37H,2,4,9-13,15H2,1H3,(H,32,38)(H2,30,31,33,34,35)",[C][C][C][N][Branch1][Ring2][C][C][O][C][C][C][O][C][=C][C][=C][C][Branch2][Ring1][=C][N][C][C][=C][Branch2][Ring1][Ring1][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][F][NH1][N][=Ring1][P][=N][C][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N],large
CHEMBL1565348,3.7,CCCc1c(cnn1c2ccccc2)C(=O)Nc3cc(C)on3,"InChI=1S/C17H18N4O2/c1-3-7-15-14(17(22)19-16-10-12(2)23-20-16)11-18-21(15)13-8-5-4-6-9-13/h4-6,8-11H,3,7H2,1-2H3,(H,19,20,22)",[C][C][C][C][=C][Branch1][=C][C][=N][N][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][Branch1][C][C][O][N][=Ring1][=Branch1],very large
CHEMBL552512,1.15,O=C(CC1CCCCCC1)Nc2cccc3C(=O)N(C=Cc23)[C@H]4CCNC4,"InChI=1S/C22H29N3O2/c26-21(14-16-6-3-1-2-4-7-16)24-20-9-5-8-19-18(20)11-13-25(22(19)27)17-10-12-23-15-17/h5,8-9,11,13,16-17,23H,1-4,6-7,10,12,14-15H2,(H,24,26)/t17-/m0/s1",[O][=C][Branch1][O][C][C][C][C][C][C][C][C][Ring1][#Branch1][N][C][=C][C][=C][C][C][=Branch1][C][=O][N][Branch1][Branch2][C][=C][C][Ring1][O][=Ring1][#Branch1][C@H1][C][C][N][C][Ring1][Branch1],medium
CHEMBL421,-0.58,OC(=O)c1cc(ccc1O)N=Nc2ccc(cc2)S(=O)(=O)Nc3ccccn3,"InChI=1S/C18H14N4O5S/c23-16-9-6-13(11-15(16)18(24)25)21-20-12-4-7-14(8-5-12)28(26,27)22-17-3-1-2-10-19-17/h1-11,23H,(H,19,22)(H,24,25)",[O][C][=Branch1][C][=O][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][O][N][=N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][C][=N][Ring1][=Branch1],very small
